student_id,name,subject,slot,section_label,status
10422,10422,동아시아 역사 기행,d,동아시아 역사 기행_d_1,assigned
10424,10424,문학과 영상,b,문학과 영상_b_1,assigned
10424,10424,정보,c,정보_c_1,assigned
10424,10424,음악 연주와 창작,a,음악 연주와 창작_a_1,assigned
10424,10424,동아시아 역사 기행,d,동아시아 역사 기행_d_1,assigned
10501,10501,사회와 문화,b,사회와 문화_b_1,assigned
10501,10501,인간과 심리,d,인간과 심리_d_1,assigned
10501,10501,현대사회와 윤리,c,현대사회와 윤리_c_1,assigned
10501,10501,세포와 물질대사,a,세포와 물질대사_a_1,assigned
10502,10502,사회와 문화,b,사회와 문화_b_1,assigned
10502,10502,문학과 영상,d,문학과 영상_d_1,assigned
10502,10502,정보,c,정보_c_1,assigned
10502,10502,세포와 물질대사,a,세포와 물질대사_a_1,assigned
10503,10503,사회와 문화,b,사회와 문화_b_1,assigned
10503,10503,문학과 영상,d,문학과 영상_d_1,assigned
10503,10503,정보,c,정보_c_1,assigned
10503,10503,세포와 물질대사,a,세포와 물질대사_a_1,assigned
10504,10504,사회와 문화,d,사회와 문화_d_1,assigned
10504,10504,인간과 심리,c,인간과 심리_c_1,assigned
10504,10504,문학과 영상,b,문학과 영상_b_1,assigned
10504,10504,음악 연주와 창작,a,음악 연주와 창작_a_1,assigned
10505,10505,인간과 심리,a,인간과 심리_a_1,assigned
10505,10505,현대사회와 윤리,c,현대사회와 윤리_c_1,assigned
10505,10505,문학과 영상,d,문학과 영상_d_1,assigned
10505,10505,지구시스템과학,b,지구시스템과학_b_1,assigned
10506,10506,사회와 문화,b,사회와 문화_b_1,assigned
10506,10506,문학과 영상,d,문학과 영상_d_1,assigned
10506,10506,정보,a,정보_a_1,assigned
10506,10506,역학과 에너지,c,역학과 에너지_c_1,assigned
10507,10507,사회와 문화,d,사회와 문화_d_1,assigned
10507,10507,정보,c,정보_c_1,assigned
10507,10507,세포와 물질대사,a,세포와 물질대사_a_1,assigned
10507,10507,물질과 에너지,b,물질과 에너지_b_1,assigned
10509,10509,정보,,,unassigned
10509,10509,물질과 에너지,c,물질과 에너지_c_1,assigned
10509,10509,도시의 미래 탐구,a,도시의 미래 탐구_a_1,assigned
10509,10509,언어생활 탐구,b,언어생활 탐구_b_1,assigned
10510,10510,인간과 심리,a,인간과 심리_a_1,assigned
10510,10510,문학과 영상,d,문학과 영상_d_1,assigned
10510,10510,정보,c,정보_c_1,assigned
10510,10510,미디어 영어,b,미디어 영어_b_1,assigned
10511,10511,사회와 문화,c,사회와 문화_c_1,assigned
10511,10511,문학과 영상,d,문학과 영상_d_1,assigned
10511,10511,도시의 미래 탐구,a,도시의 미래 탐구_a_1,assigned
10511,10511,지구시스템과학,b,지구시스템과학_b_1,assigned
10512,10512,인간과 심리,d,인간과 심리_d_1,assigned
10512,10512,세포와 물질대사,a,세포와 물질대사_a_1,assigned
10512,10512,물질과 에너지,b,물질과 에너지_b_1,assigned
10512,10512,역학과 에너지,c,역학과 에너지_c_1,assigned
10513,10513,사회와 문화,b,사회와 문화_b_1,assigned
10513,10513,현대사회와 윤리,d,현대사회와 윤리_d_1,assigned
10513,10513,정보,c,정보_c_1,assigned
10513,10513,음악 연주와 창작,a,음악 연주와 창작_a_1,assigned
10514,10514,사회와 문화,b,사회와 문화_b_1,assigned
10514,10514,인간과 심리,c,인간과 심리_c_1,assigned
10514,10514,현대사회와 윤리,d,현대사회와 윤리_d_1,assigned
10514,10514,세포와 물질대사,a,세포와 물질대사_a_1,assigned
10515,10515,사회와 문화,b,사회와 문화_b_1,assigned
10515,10515,인간과 심리,d,인간과 심리_d_1,assigned
10515,10515,세포와 물질대사,a,세포와 물질대사_a_1,assigned
10515,10515,물질과 에너지,c,물질과 에너지_c_1,assigned
10517,10517,인간과 심리,c,인간과 심리_c_1,assigned
10517,10517,문학과 영상,d,문학과 영상_d_1,assigned
